ticket_id,description,category,priority
TCK-0463,"ssalam-o-Alaikum, Registration No: F25BDOCS7M08021 I have an F grade in [COSC-3115_Design & Analysis of Algorithms], which is visible in my result. However, the subject is not appearing in the Course Repeat section of my student portal. Due to this, I am unable to register for Summer Semester 2026. Kindly check my portal and enable the subject for repeat registration as soon as possible. Thank you.",Course Registration,High
PR-1220,"My login access to a system I need for essential work was suddenly revoked, and I have a task depending on it due by tomorrow morning. Awaiting your response.",Account & Login,High
TCK-0190,Kindly guide me on the renewal process for my scholarship for the upcoming semester. Roll No: F24BBDOCS4M5114,Scholarship,Medium
PR-1260,"How can I get the developer pack using my student email, just curious if it's available?",Other,Low
PR-0941,"My leave of absence request for a medical situation has not been approved yet, and my semester fee deadline, which depends on this approval, is by Friday. Awaiting your response.",Other,High
PR-0923,"Sir, is there a student club focused on debate that I could join? Please look into this.",Other,Low
PR-0367,"Is it possible to link two of my accounts together, or should I just keep using them separately? Kindly help.",Account & Login,Low
PR-1046,"Dear concerned team, my admission application fee was paid but the status still shows 'Pending Payment' on the portal. Kindly help.",Admission,Medium
PR-1348,Kindly note: I want to complain that my previous ticket was closed without any resolution or explanation; could it be reopened? Kindly help.,Complaint,Medium
TCK-0015,"Request for repair of the projector in the Department of Physical Education & Sports Sciences lecture hall, Bahawalpur City Campus, which has not been working for two weeks.",Infrastructure / Maintenance,Medium
PR-0717,"Kindly note: The elevator serving the examination hall has broken down, creating serious difficulty for students with mobility issues ahead of within 24 hours's exam. Kindly advise.",Infrastructure / Maintenance,High
TCK-0473,Kindly tell me the process to request an official transcript copy.,Transcript,Low
PR-0548,"Respected Sir/Madam, there is an unusual, time-sensitive situation affecting hundreds of students across multiple departments that doesn't fit any specific category, and it needs immediate institutional attention today. Kindly advise.",Other,Critical
PR-0217,"Sir, the entire fee payment gateway has been down since last night for all students, and this week is the final date to submit semester fees without a late fine. Kindly help.",Fee & Challan,Critical
PR-0928,"Respected Sir/Madam, my account has clearly been compromised, someone changed my password and recovery email, and I no longer have any access with my degree application deadline being by tomorrow morning. Please look into this.",Account & Login,Critical
PR-1322,I would like to raise a complaint about receiving conflicting information from two different staff members regarding the same issue. Thank you.,Complaint,Medium
PR-1463,"Despite paying all dues on time, I have faced continuous delays across multiple offices regarding my final clearance, now jeopardizing my job joining date within 24 hours. Kindly advise.",Complaint,High
PR-0248,"Hi, could a water cooler be installed near the Registrar Office? Just a small suggestion.",Infrastructure / Maintenance,Low
PR-1186,"It has been several weeks since I completed my graduation and I still have not received my degree, which is now delaying a job I was set to start tomorrow. Kindly help.",Degree,High
TCK-0057,I would like to know how to request access to the university's research paper database off-campus. Roll No: F25BBELEN1M5640,Other,Medium
PR-0567,I would like to request my monthly payslip copies for the last few months for my personal records. Kindly advise.,Employee Services,Medium
PR-1356,"Sir, i paid my urgent degree processing fee of Rs. 18,750 but the transaction has completely vanished from both my bank statement and the portal, and my visa appointment is within 24 hours. Kindly advise.",Fee & Challan,Critical
PR-1121,"Hi, my credit transfer approval, required this week to secure my admission abroad before their deadline expires, has still not been processed despite three urgent escalations this week.",Other,Critical
PR-1555,"Sir, i updated my profile with my new degree information required for a job application deadline by tomorrow morning, but the changes are not being saved by the portal at all. Regards.",Profile Update,High
PR-0061,"Dear concerned team, my admission abroad will be cancelled by tomorrow morning unless I submit my original degree, and it has been stuck in processing for nearly two months despite paying the urgent fee. Thank you.",Degree,Critical
PR-0948,"Hi, is there a student club focused on debate that I could join? Please look into this.",Other,Low
TCK-0260,"My name mismatch between my degree and CNIC is the sole reason my HEC attestation, required tomorrow for a visa appointment, has been rejected. Please correct this on the most urgent basis. Roll No: F24BLLB4M4995",Name Correction,Critical
TCK-0237,"I have been trying to get a refund of Rs. 8,000 in excess fee charges for over a year now with no response. This amount is significant for my family. Roll No: F25BBAGRI3M7484",Fee & Challan,High
PR-0517,I want to complain that my previous ticket was closed without any resolution or explanation; could it be reopened?,Complaint,Medium
TCK-0352,"I am filing a formal complaint that my calls and messages to the Department of Agronomy office over the past nearly two months regarding my pending case have gone completely unanswered, causing serious inconvenience.",Complaint,High
