ticket_id,description,category,priority
PR-0219,"Dear concerned team, how can I apply for degree collection once it's ready?",Degree,Low
PR-0220,"Hi, how can I generate a new fee challan for the semester? Please look into this.",Fee & Challan,Low
PR-0221,"Respected Sir/Madam, when does the admission form submission usually open for the next intake?",Admission,Low
PR-0222,"My name correction request has been pending for several months, and it is now blocking my degree printing needed before within 24 hours. Awaiting your response.",Name Correction,High
PR-0223,The thesis submission deadline is by Friday at midnight and the upload button has been completely non-functional for our entire batch since this afternoon. Thank you.,Thesis,Critical
PR-0224,Kindly note: I need a duplicate transcript copy as my original was misplaced. Could you guide me on the reissuance process?,Transcript,Medium
PR-0225,My department clearance is approved but the library clearance section still shows pending despite no outstanding books.,Clearance,Medium
PR-0226,"Hi, the examination portal has completely gone down while the final exam is currently being conducted live for hundreds of students, and no backup arrangement has been announced. Awaiting your response.",Examination,Critical
PR-0227,"My repeat subject fee challan has not been generated even though the subject shows as failed on my result, and course registration closes today. Thank you.",Course Registration,High
PR-0228,What is the recommended word count for a thesis final draft? Kindly help.,Thesis,Low
PR-0229,My educational records are not reflected in my profile despite attaching verified transcripts a couple of days ago. Regards.,Profile Update,Medium
PR-0230,"Dear concerned team, my thesis file was rejected by the portal for an unspecified reason and the resubmission deadline is tomorrow.",Thesis,High
PR-0231,"Sir, is there a student club focused on robotics that I could join?",Other,Low
PR-0232,"Respected Sir/Madam, despite paying all dues on time, I have faced continuous delays across multiple offices regarding my final clearance, now jeopardizing my job joining date in two days. Kindly advise.",Complaint,High
PR-0233,"Kindly note: I have a visa interview this week and my experience certificate, promised for today, has still not been issued despite multiple follow-ups all week. Awaiting your response.",Employee Services,Critical
PR-0234,Is fee payable through mobile wallets or only through bank challan? Awaiting your response.,Fee & Challan,Low
PR-0235,"Sir, i would like to know how to request a change of campus from Khanpur Campus to another campus. Regards.",Other,Medium
PR-0236,"Our whole department's final semester result system is showing 'no data found' for every single student, and it is blocking all of us from applying for graduation clearance before this week. Awaiting your response.",Result,Critical
PR-0237,Is there a student club focused on debate that I could join? Awaiting your response.,Other,Low
PR-0238,"My repeat subject fee challan has not been generated even though the subject shows as failed on my result, and course registration closes today.",Course Registration,High
PR-0239,"Kindly note: My account keeps logging me out automatically every few minutes, which is a bit inconvenient when filling out forms.",Account & Login,Medium
PR-0240,"Kindly note: I have been awarded a compartment in Statistics despite being confident I attempted the paper correctly, and I need urgent re-evaluation as it affects my scholarship eligibility review this week.",Examination,High
PR-0241,"My admission has been put on hold because my HEC equivalence certificate has not been verified yet, and classes for BS Zoology start this week. Kindly help.",Admission,High
PR-0242,"Dear concerned team, i would like to request my monthly payslip copies for the last few months for my personal records. Awaiting your response.",Employee Services,Medium
PR-0243,"Hi, i am unable to update my biography and professional links on my profile page; the save button does not seem to work. Awaiting your response.",Profile Update,Medium
PR-0244,"Dear concerned team, hEC verification of my scholarship documents is still pending after over a week, and my semester fee due date is this week. Thank you.",Scholarship,High
PR-0245,"Hi, how can employees generally check their leave balance? Kindly advise.",Employee Services,Low
PR-0246,How long does the clearance approval usually take on average?,Clearance,Low
PR-0247,Could you correct my program preference on my admission application from MPhil Software Engineering to PhD Management Sciences? Awaiting your response.,Admission,Medium
PR-0248,"Hi, could a water cooler be installed near the Registrar Office? Just a small suggestion.",Infrastructure / Maintenance,Low
PR-0249,"Kindly note: My scholarship disbursement has been delayed by several weeks, and I need this amount to clear my semester fee challan before the due date tomorrow, otherwise I risk being dropped. Kindly advise.",Scholarship,High
