question,answer,status
Where is the Examination Division located at IUB?,The Examination Division (Controller of Examinations) is located at the Abbasia Campus. You can contact them at 062-9250241 or controller@iub.edu.pk .,BEST_ANSWER_SELECTED
Which office at IUB handles official transcripts?,The Examination Division handles official transcripts. You can apply for transcripts through the Examination Division at the Abbasia Campus .,BEST_ANSWER_SELECTED
Where can I find IUB official policies?,"IUB official policies are available on the university website. The policies cover areas including academic integrity, research, student conduct, and administrative procedures.",BEST_ANSWER_SELECTED
Which office handles faculty HR matters at IUB?,"The Human Resources Department or Registrar's Office (Admin Section) handles faculty HR matters including appointments, promotions, and leave. Faculty should contact the Admin-II/Faculty Section for service matters.",BEST_ANSWER_SELECTED
Where is the IT Help Desk located at IUB?,"The IUB IT Help Desk is located on campus. For IT-related issues, you can contact the Directorate of Information Technology at 062-9255858 or 062-9255062 .",BEST_ANSWER_SELECTED
Which campus has the Institute of Chemistry at IUB?,The Institute of Chemistry is part of the Faculty of Chemical and Biological Sciences at IUB. It is located at the Baghdad ul Jadeed Campus .,BEST_ANSWER_SELECTED
What services does the Quality Enhancement Cell (QEC) provide?,The Quality Enhancement Cell (QEC) is responsible for upholding quality assurance standards at IUB and implementing Higher Education Commission (HEC) policies. It ensures academic programs meet benchmarks and enhances the educational experience .,BEST_ANSWER_SELECTED
How can I find out about upcoming IUB events and seminars?,Upcoming events and seminars are announced on the IUB website and departmental notice boards. The Directorate of Students Affairs also coordinates many student events and activities.,BEST_ANSWER_SELECTED
Where is the IUB Information Center located?,"The IUB Information Center is located in the basement of Sir Sadiq Muhammad Khan Library, Baghdad-ul-Jadeed Campus. It operates under the Directorate of Communication and Public Relations .",BEST_ANSWER_SELECTED
Which office handles fee payment verification at IUB?,"The Treasurer's Office handles fee payment verification. If your fee payment is not reflected in the portal, contact the Treasurer's Office at 062-9250245 with your payment receipt .",BEST_ANSWER_SELECTED
Where is the Department of Computer Science located at IUB?,The Department of Computer Science is part of the Faculty of Computing at IUB. The department is located at the Baghdad ul Jadeed Campus .,BEST_ANSWER_SELECTED
What are the library timings at IUB?,"Library timings are available on the library website. For specific timings, it is best to check the official library website or contact the library helpdesk .",BEST_ANSWER_SELECTED
Which office issues enrollment certificates at IUB?,The Registrar's Office issues enrollment certificates. You need to submit a formal application to the Registrar's Office for enrollment verification .,BEST_ANSWER_SELECTED
Where is the Department of English Language and Literature located at IUB?,The Department of English Language and Literature is part of the Faculty of Arts and Languages at IUB. The department is located at the Baghdad ul Jadeed Campus .,BEST_ANSWER_SELECTED
Which campus has the Faculty of Pharmacy at IUB?,The Faculty of Pharmacy is located at the Khawaja Fareed Campus. This campus also houses the Faculty of Medicine and Allied Health Sciences .,BEST_ANSWER_SELECTED
How can I contact the Accounts Office at the RYK Campus?,The Registrar's Office at the RYK Campus can be contacted at 0689230824. The Accounts Office at the RYK Campus can be reached through the main campus or the central Treasurer's Office at 062-9250245 .,BEST_ANSWER_SELECTED
What career guidance services does IUB offer to its students?,"IUB offers career guidance through the Career Counseling and Placement Center (CCPC). The center provides career counseling for graduating students, training and skills development, and helps create opportunities for internships and placements .",BEST_ANSWER_SELECTED
Can I submit an anonymous complaint to the GCRC?,"No, the GCRC does not entertain anonymous complaints. All complaints must include the complainant's signature and specific identification details to maintain transparency and accountability .",BEST_ANSWER_SELECTED
What is the procedure for submitting a complaint at IUB?,"You can submit your complaint through the MyIUB platform, via email, or through hard copy. All complaints must include the complainant's signature, name, designation (or student details), and contact information. Anonymous complaints are not accepted .",BEST_ANSWER_SELECTED
Where is the General Complaint Redressal Committee located at IUB?,"The GCRC is guided by Prof. Dr. Saeed Ahmad Buzdar, Incharge Faculty of Physical and Mathematical Sciences. The committee can be contacted through the complaint portal on MyIUB or via dedicated email. Details about the committee are available on the university website .",BEST_ANSWER_SELECTED
